targets
P43005
P25101
Q64729
P9WP55
O74189
O60725
Q05769
P47936
P51685
Q9BQF6
Q05655
P29322
P42338
Q96SB4
Q8WTQ7
P05186
P24527
P51678
P56704
Q60714
Q00987
O75874
Q9R1K6
Q9NZK7
P37231
P07332
